OrderID,ItemsQuantity,State,City,Street,AppartmentNumber,Pincode,Landmark,Discount,DeliveryCost,TotalAmount,ModeOfPayment,TransactionID,OrderDate,DeliveryDate,AgentID,PharmacyID,PrescriptionID,UserID,Status,Subscription
1806,3,New York,Tayum,84 Straubel Crossing,87,35275,near Metro,49.39,39.18,877.49,E-Wallet,YYMPBH462925,2021-03-13,2021-03-17,5,145,,92,Out For Delivery,0
1807,9,Texas,Lucas,942 Golden Leaf Crossing,29,52141,,69.76,36.89,579.81,E-Wallet,CDMYGN723862,2021-03-13,2021-03-19,95,193,,129,Out For Delivery,0
1808,6,Virginia,Guarapari,60359 Northfield Trail,28,68649,opposite Bakery,61.74,50.83,409.79,E-Wallet,APFMCT482265,2021-03-13,2021-03-17,8,198,,148,Order Placed,0
1809,9,Illinois,Dobrich,39 Stang Street,25,24137,near Garden,57.91,96,1222.83,COD,ZQUDWO128926,2021-03-13,2021-03-18,52,175,,155,Dispatched,0
1810,2,Nevada,Jatiwangi,1405 Atwood Pass,33,60649,near Government School,9.69,63.11,114.46,Credit Card,JUGFCO162147,2021-03-13,2021-03-22,76,43,,284,Being Placed,0
1811,9,Minnesota,Priiskovyy,628 Dovetail Junction,20,92595,near Government School,4.08,52.79,500.84,Credit Card,IVWUMX790359,2021-03-13,2021-03-20,11,216,,306,Being Placed,0
1812,7,Indiana,Mapaniqui,78 Oneill Way,99,78599,front of Mall,80.36,80.36,1331.12,COD,FVMJBS831597,2021-03-13,2021-03-17,30,170,,313,Cancelled,0
1813,7,Virginia,Jinshanpu,43 Glendale Center,9,92054,near Garden,63.37,32.11,416.51,E-Wallet,XDYZUV552179,2021-03-13,2021-03-17,26,4,,338,Being Placed,0
1814,1,Florida,Dome,35731 Jay Crossing,14,52090,front of Mall,12.44,34.83,72.61,Dispatched,WPZUJP517127,2021-03-13,2021-03-16,69,184,,367,Being Placed,1
1815,1,Missouri,Cumedak,180 Mariners Cove Lane,15,45279,,19.22,97.29,129.15,Delivered,WWLEXR407875,2021-03-13,2021-03-17,20,244,,439,Dispatched,1
1816,8,Delaware,Lezhë,81 Glendale Center,100,48481,near Garden,9.76,43.79,896.27,Credit Card,TKUJRT243679,2021-03-13,2021-03-22,3,115,,445,Dispatched,0
1817,7,Arizona,Borzęta,72147 Nobel Terrace,50,90724,,62.3,30.87,365.62,E-Wallet,VKZSEC057151,2021-03-13,2021-03-16,22,267,,446,Order Placed,0
1818,1,Michigan,K�l�b�gh,460 Green Place,79,94662,near Garden,7.59,58.15,97.3,Credit Card,GIHBOC888629,2021-03-13,2021-03-20,57,97,,457,Dispatched,0
1819,8,Texas,Kilcullen,81 Hagan Plaza,97,22752,opposite Bakery,52.13,91.39,455.81,Net Banking,MNOHJE464454,2021-03-13,2021-03-23,35,296,,547,Dispatched,0
1820,1,Texas,Gengqing,196 Little Fleur Point,58,15648,near Government School,32.02,90.36,93.37,Net Banking,LVYVAR670539,2021-03-13,2021-03-22,2,219,,584,Being Placed,0
1821,6,North Carolina,Basing,7356 Tomscot Way,58,78232,,73.89,61.23,1213.34,COD,ASSWJJ444197,2021-03-13,2021-03-18,78,204,,604,Being Placed,0
1822,1,California,Choszczno,654 Bashford Circle,99,26890,near Metro,62.94,95.82,77.5,Delivered,XFXKMF441800,2021-03-13,2021-03-19,58,298,,610,Being Placed,1
1823,10,Washington,Frederico Westphalen,69 East Circle,55,81284,near Metro,29.06,48.43,750.21,COD,UNAOZI836909,2021-03-13,2021-03-19,63,228,,686,Cancelled,0
1824,5,Pennsylvania,Libmanan,0 Stone Corner Parkway,11,56538,,40.61,91.53,918.56,Credit Card,HKPTKW236044,2021-03-13,2021-03-21,82,138,,691,Dispatched,0
1825,1,Indiana,Nglorogan,76728 Elka Pass,98,24962,,64.51,69.72,182.46,Order Placed,JTRJFG298265,2021-03-13,2021-03-19,83,129,,836,Being Placed,1
1826,10,Arizona,Wamba,7053 Dryden Place,66,87419,,82.32,78.03,448.95,Credit Card,ZYVEJG634535,2021-03-13,2021-03-21,83,290,,847,Delivered,0
1827,1,Colorado,Washington,40 Ilene Junction,61,64169,,35.57,60.62,115.83,Delivered,SVZPPS699700,2021-03-13,2021-03-18,13,116,,862,Delivered,1
1828,8,Virginia,Wonorejo Dua,56 Cherokee Way,4,55180,near Government School,68.83,38.97,1020.56,Net Banking,MWKNFV958461,2021-03-13,2021-03-20,44,198,,866,Delivered,0
1829,5,Indiana,Banjar Tegal Belodan,62 Prairieview Street,90,56185,near Bus Stand,90.61,82.72,1236.45,COD,RVOAIW595421,2021-03-13,2021-03-17,21,88,,897,Out For Delivery,0
1830,1,Texas,Bayog,874 Express Drive,96,27512,near Garden,63.63,66.77,80.15,Net Banking,ISUBNQ495992,2021-03-13,2021-03-17,28,269,671,926,Order Placed,0
1831,1,New York,Jūrmala,60385 Artisan Lane,18,23585,front of Mall,59.48,72.89,76.2,Being Placed,VBKALR263132,2021-03-13,2021-03-19,31,62,,929,Delivered,1
1832,9,Texas,Nosy Varika,23 Reindahl Junction,16,94724,near Metro,98.23,65.44,1084.97,Credit Card,SHGGAU947280,2021-03-13,2021-03-23,6,142,,992,Being Placed,0
1833,5,Texas,Skuratovskiy,21389 Dahle Point,63,70007,,83.84,66.52,281.42,E-Wallet,KNWIVP975447,2021-03-14,2021-03-23,83,97,,9,Delivered,0
1834,9,Florida,Kolambugan,9501 Corben Pass,89,47398,,29.14,57.24,1576.58,Net Banking,DQPQCD987223,2021-03-14,2021-03-24,34,260,,22,Out For Delivery,0
1835,6,Nevada,Choros,350 Village Green Park,90,40380,near Bus Stand,10.31,52.3,526.31,Net Banking,YETRPO011663,2021-03-14,2021-03-19,13,28,,51,Being Placed,0
1836,7,Connecticut,Zhenyuan,99052 Jenna Circle,83,81026,near Government School,95.2,80.95,2870.19,E-Wallet,XKHJXN823554,2021-03-14,2021-03-23,28,84,,53,Delivered,0
1837,5,District of Columbia,Plumbangan,5170 Sutherland Place,36,20445,front of Mall,24.95,33.06,244.2,Net Banking,NYJTQJ235836,2021-03-14,2021-03-23,20,181,,60,Delivered,0
1838,10,Maryland,Kengkou,6811 Loeprich Alley,59,41546,near Garden,62.2,33.31,3450.37,E-Wallet,FSBAUN789333,2021-03-14,2021-03-23,69,135,,82,Delivered,0
1839,7,Texas,Yazykovo,9297 Manitowish Pass,43,28589,near Bus Stand,19.11,53.71,1696.58,E-Wallet,MDQEUO765919,2021-03-14,2021-03-20,22,127,,134,Dispatched,0
1840,7,Virginia,Guarapari,60359 Northfield Trail,28,68649,opposite Bakery,42.57,94.17,479.01,Credit Card,ZDKYVC606976,2021-03-14,2021-03-22,51,117,,148,Being Placed,0
1841,2,New York,Gryfino,63 Melrose Parkway,85,92987,opposite Mall,18.02,70.86,120.74,E-Wallet,XVSWXA325929,2021-03-14,2021-03-24,84,258,,165,Delivered,0
1842,8,New York,Gryfino,63 Melrose Parkway,85,92987,opposite Mall,67.4,99.45,609,Net Banking,NHIXFB454549,2021-03-14,2021-03-24,24,36,,165,Dispatched,0
1843,5,New York,Pavlovskaya,30507 Nelson Pass,21,27194,,50.7,62.06,260.45,Credit Card,HFZKGF391071,2021-03-14,2021-03-24,7,163,,196,Out For Delivery,0
1844,10,California,Ea T’ling,2826 Roxbury Junction,56,55068,,35.03,31.09,1087.45,Credit Card,UJCSSY139055,2021-03-14,2021-03-17,88,93,,206,Cancelled,0
1845,6,California,Lấp Vò,67 Welch Road,98,73052,near Metro,51.09,82.59,1200.35,Credit Card,QPAJFB568571,2021-03-14,2021-03-19,90,189,,293,Order Placed,0
1846,1,New Mexico,Punta Alta,8517 Marcy Road,43,63414,near Garden,29.9,99.16,84.64,Dispatched,XIIBGG150043,2021-03-14,2021-03-19,4,24,,302,Order Placed,1
1847,5,Indiana,Sukasetia,09 Prentice Drive,94,68482,opposite Mall,4,54.39,611.84,E-Wallet,OIZZKK175353,2021-03-14,2021-03-19,31,167,,363,Delivered,0
1848,3,North Carolina,Ińsko,3 Hudson Junction,12,63696,front of Mall,76.16,86.51,227.66,Net Banking,QNBZQB003845,2021-03-14,2021-03-18,23,163,,376,Being Placed,0
1849,1,Pennsylvania,Glad,5 Monica Street,15,29327,near Government School,18.3,49.59,90.1,Delivered,GXEFYQ270032,2021-03-14,2021-03-18,29,148,406,377,Out For Delivery,1
1850,5,Mississippi,Klang,1 Independence Park,91,23115,near Garden,35.34,68.26,1067.57,E-Wallet,RXHLBY726766,2021-03-14,2021-03-23,59,290,,410,Cancelled,0
1851,10,Alabama,Presnenskiy,42632 Surrey Alley,81,36448,front of Mall,28.39,41.72,594.32,Net Banking,RQSQNI663269,2021-03-14,2021-03-23,30,118,,468,Out For Delivery,0
1852,7,Virginia,Magtangol,83 Dayton Terrace,81,66930,near Government School,5.86,73.44,397.19,Credit Card,ATAWQW015532,2021-03-14,2021-03-19,97,33,,481,Dispatched,0
1853,2,Utah,Hultsfred,4822 Anzinger Center,31,57161,,15.62,58.06,218.56,Net Banking,MSTCZN646503,2021-03-14,2021-03-17,11,22,,487,Being Placed,0
1854,7,Nevada,Oslo,019 Valley Edge Hill,75,43090,front of Mall,19.1,60.22,334.4,E-Wallet,OVGFTA121478,2021-03-14,2021-03-21,8,182,,520,Delivered,0
1855,6,Nebraska,Johanneshov,85 Redwing Drive,15,85984,front of Mall,10.7,46.87,540.77,COD,FECQJX635243,2021-03-14,2021-03-19,58,256,,535,Cancelled,0
1856,8,California,Juexi,85027 Homewood Park,57,25613,,42.58,72.79,2010.5,Credit Card,ANCVCI642049,2021-03-14,2021-03-19,76,49,,554,Cancelled,0
1857,1,California,Býšť,24 Elgar Court,88,27328,opposite Bakery,17.22,38.1,47.04,Dispatched,ODVYDR546936,2021-03-14,2021-03-20,47,183,68,596,Order Placed,1
1858,4,Delaware,Guadalupe,9601 Warbler Plaza,41,55369,near Bus Stand,47.82,55.83,187.4,COD,RQXGUV268820,2021-03-14,2021-03-23,63,9,,651,Order Placed,0
1859,5,Texas,Kokopo,31 Basil Court,62,53396,near Metro,33.59,94.7,467.06,Credit Card,JLNKRS105975,2021-03-14,2021-03-20,28,205,,769,Out For Delivery,0
1860,10,Illinois,Piedade,44 Monica Street,49,87512,,23.76,86.27,578.48,COD,LVRFOW253971,2021-03-14,2021-03-18,21,248,,815,Dispatched,0
1861,6,Minnesota,Arivonimamo,89 Kennedy Parkway,14,43622,near Garden,52.63,88.68,507.21,Credit Card,PLCPOB937890,2021-03-14,2021-03-20,63,173,,854,Dispatched,0
1862,1,Texas,Sarrat,0 Lunder Center,50,45185,near Metro,13.66,96.34,317.6,Net Banking,RLMFCE553220,2021-03-14,2021-03-19,55,84,,930,Delivered,0
1863,5,California,Zhongzhang,27 Autumn Leaf Circle,1,28831,front of Mall,44.32,95.31,1285.56,COD,OWDLNB094086,2021-03-14,2021-03-23,27,89,,935,Order Placed,0
1864,3,Connecticut,Monte Azul Paulista,85 Hauk Parkway,37,36126,near Metro,53.7,68.83,162.96,Credit Card,JYFXTA109568,2021-03-14,2021-03-20,5,30,,1000,Delivered,0
1865,9,District of Columbia,Shangzhuang,10695 Parkside Plaza,38,40971,,18.81,71.13,2015.76,COD,HYPRTR742513,2021-03-15,2021-03-23,39,235,,23,Cancelled,0
1866,4,Virginia,Luena,7159 Melvin Road,81,84541,opposite Mall,10.06,32.58,647.27,Credit Card,MHNPPJ667330,2021-03-15,2021-03-18,72,17,,29,Being Placed,0
1867,4,Ohio,Barqueiro,70040 Ridgeway Court,50,89262,near Government School,61.96,87.25,282.67,Net Banking,OLNDFT222627,2021-03-15,2021-03-24,15,6,,118,Out For Delivery,0
1868,1,Texas,Chicago,91 Prentice Trail,63,98621,,9.15,46.02,61.69,Cancelled,EKHVHF681930,2021-03-15,2021-03-18,78,62,,130,Cancelled,1
1869,4,New York,Gryfino,63 Melrose Parkway,85,92987,opposite Mall,83.21,53.42,689.3,Credit Card,PFORDZ212505,2021-03-15,2021-03-18,61,205,,165,Out For Delivery,0
1870,1,California,Flushing,489 Portage Circle,70,72926,opposite Mall,62.09,36.28,57.91,Being Placed,VTQAOA297474,2021-03-15,2021-03-22,14,94,270,178,Being Placed,1
1871,9,Missouri,Parksville,1 Declaration Circle,20,41788,,17.22,83.46,2016.31,Net Banking,RRTEWV175935,2021-03-15,2021-03-24,1,85,,191,Out For Delivery,0
1872,2,New York,Gantang,83267 Talisman Terrace,98,53539,near Bus Stand,13.18,88.05,176,COD,PIEETL160828,2021-03-15,2021-03-19,2,259,,195,Being Placed,0
1873,4,Pennsylvania,Kemil,4072 Hooker Way,59,56872,opposite Mall,51.15,65.45,228.26,E-Wallet,UUAOTH954379,2021-03-15,2021-03-24,89,165,,260,Cancelled,0
1874,2,California,Yenangyaung,23731 Dennis Street,35,40240,near Metro,87.05,96.23,1107.1,E-Wallet,WPKBLG586565,2021-03-15,2021-03-23,3,40,,270,Out For Delivery,0
1875,8,Arizona,Sulengwaseng,406 Loeprich Plaza,63,19966,near Government School,53.43,99.59,991.92,Credit Card,MQPXGS787250,2021-03-15,2021-03-20,74,50,,387,Out For Delivery,0
1876,7,Pennsylvania,North Shore,62128 Rieder Alley,70,28880,,67.59,70.35,787.58,COD,AVWXKU023049,2021-03-15,2021-03-22,91,99,,415,Order Placed,0
1877,9,Virginia,Chazón,0 Towne Avenue,88,25022,,36.08,53.72,1080.83,Net Banking,JGULTA884271,2021-03-15,2021-03-19,11,119,,451,Delivered,0
1878,1,West Virginia,San José Acatempa,7 Harbort Street,20,88446,,41.03,99.9,119.45,Dispatched,KNRNKO667636,2021-03-15,2021-03-19,86,38,,503,Delivered,1
1879,10,Washington,Koronganayam,62597 Delladonna Terrace,64,26209,opposite Bakery,95.25,80.68,574.47,COD,IVSZDL599240,2021-03-15,2021-03-23,55,159,,538,Order Placed,0
1880,9,Minnesota,Minnedosa,5 Marquette Plaza,88,83528,opposite Bakery,45.65,63.59,1716.09,E-Wallet,EEUTCJ012912,2021-03-15,2021-03-18,11,10,,556,Dispatched,0
1881,1,Ohio,Jinan,44 Porter Place,99,68176,front of Mall,73.68,71.88,13.19,Dispatched,VYXXCF524340,2021-03-15,2021-03-22,3,38,,559,Out For Delivery,1
1882,1,California,Choszczno,654 Bashford Circle,99,26890,near Metro,80.42,42.45,6.65,Dispatched,PFFKRJ715786,2021-03-15,2021-03-22,50,132,,610,Cancelled,1
1883,9,New Jersey,Sunan,0 Corscot Street,59,80236,near Garden,44.68,98.8,1450.31,Credit Card,OUQRZJ432601,2021-03-15,2021-03-20,16,230,,668,Out For Delivery,0
1884,7,District of Columbia,Gelan,294 Hoard Park,85,91568,,55.81,30.14,426.04,COD,GFWRTZ101500,2021-03-15,2021-03-21,27,67,,669,Delivered,0
1885,1,Missouri,Meilisi,2 Roxbury Avenue,54,53323,near Metro,59.46,37.4,58.59,E-Wallet,LYCBNC231398,2021-03-15,2021-03-24,19,7,69,703,Being Placed,0
1886,1,California,Belopa,7 Longview Park,78,22274,near Bus Stand,21.4,69.1,82.45,Being Placed,HFABMB152895,2021-03-15,2021-03-18,74,274,,706,Order Placed,1
1887,5,Florida,At Samat,476 Caliangt Terrace,56,44999,near Government School,61.55,88.36,383.7,E-Wallet,BIVCQD084444,2021-03-15,2021-03-24,56,228,,758,Cancelled,0
1888,7,Washington,Fray Bentos,64 Beilfuss Place,59,74759,,92.94,39.21,386.7,E-Wallet,KEDTGS937788,2021-03-15,2021-03-22,14,123,,785,Cancelled,0
1889,2,Ohio,Quebrada Canoa,52429 Riverside Court,77,64252,front of Mall,43.2,79.45,814.65,Net Banking,LVRCTO173513,2021-03-15,2021-03-25,63,217,,858,Order Placed,0
1890,1,Florida,Maciejowice,91770 Main Drive,62,63615,,20.57,33.33,94.55,Net Banking,GZMFYZ688044,2021-03-15,2021-03-20,62,13,559,940,Out For Delivery,0
1891,1,Kentucky,Amsterdam Westpoort,977 Independence Crossing,94,91721,front of Mall,74.5,76.89,96.18,Dispatched,SHWQSJ800501,2021-03-16,2021-03-22,95,24,,13,Delivered,1
1892,8,Tennessee,M�mu K�njan,22 Corry Parkway,91,81484,near Bus Stand,40.94,77.2,533.57,E-Wallet,NWXDTX890406,2021-03-16,2021-03-21,79,78,,25,Dispatched,0
1893,2,Missouri,Ba�ka Palanka,9 Stuart Center,48,51571,opposite Bakery,16.79,83.51,128.88,COD,JVAJOF672552,2021-03-16,2021-03-19,54,190,,59,Dispatched,0
1894,5,Louisiana,Suleja,0302 Vera Pass,33,19193,front of Mall,24.97,53.2,312.2,E-Wallet,UEQGTR258865,2021-03-16,2021-03-26,53,280,,85,Delivered,0
1895,10,New York,Tayum,84 Straubel Crossing,87,35275,near Metro,48.24,63.52,1712.46,E-Wallet,BOAPYC956008,2021-03-16,2021-03-26,12,142,,92,Cancelled,0
1896,1,New York,Tayum,84 Straubel Crossing,87,35275,near Metro,38.9,66.06,97.07,Order Placed,NCRFOW662711,2021-03-16,2021-03-19,98,186,,92,Cancelled,1
1897,7,Maryland,Wiślica,52 Jenifer Plaza,38,58540,,78.6,40.79,338.48,Net Banking,NQIVMI394022,2021-03-16,2021-03-21,31,44,,241,Dispatched,0
1898,4,Massachusetts,Pavino,41748 Ludington Street,17,94590,near Garden,33.45,72.58,1046.87,E-Wallet,SOZAMP402175,2021-03-16,2021-03-19,53,280,,253,Dispatched,0
1899,2,New Mexico,Punta Alta,8517 Marcy Road,43,63414,near Garden,27.44,55.11,576.43,Net Banking,JBBAYM841891,2021-03-16,2021-03-22,50,2,,302,Dispatched,0
1900,9,Minnesota,Huaibei,2414 Mallory Court,52,10871,near Garden,53.11,39.81,501.87,Credit Card,ESYRJE105825,2021-03-16,2021-03-19,53,275,,317,Cancelled,0
1901,7,District of Columbia,Bibirevo,330 Donald Hill,10,43777,opposite Bakery,76.29,93.28,705.97,E-Wallet,CPRXVL113220,2021-03-16,2021-03-22,86,38,,357,Delivered,0
1902,10,North Carolina,Ińsko,3 Hudson Junction,12,63696,front of Mall,16.98,58.48,1729.35,Net Banking,YCMITC165945,2021-03-16,2021-03-26,55,103,,376,Being Placed,0
1903,6,Florida,Ghanzi,4 Fisk Drive,26,67088,,13.85,83.19,335.95,Credit Card,ZUBIMD592999,2021-03-16,2021-03-19,79,22,,389,Dispatched,0
1904,1,Pennsylvania,Zhongshan,65900 Mallard Center,1,71303,near Metro,55.87,79.56,36.51,E-Wallet,XKAUBD556252,2021-03-16,2021-03-19,84,262,638,423,Out For Delivery,0
1905,4,Illinois,Shanglu,320 Bay Avenue,3,29806,opposite Mall,7.26,92.11,395.81,Net Banking,DZJEIF476909,2021-03-16,2021-03-22,76,297,,424,Delivered,0
1906,10,California,Mullovka,7749 Grim Road,49,72510,near Garden,6.87,47.72,2262.7,Net Banking,NNUGWL629188,2021-03-16,2021-03-19,95,289,,490,Cancelled,0
1907,10,Colorado,Gh�t,32353 Daystar Street,56,47821,,53.19,50.19,1259.2,Net Banking,ZDPENX535278,2021-03-16,2021-03-26,90,289,,525,Out For Delivery,0
1908,4,Connecticut,Smolec,653 Vidon Pass,86,55932,opposite Mall,34.24,60.46,294.79,COD,ABXMDJ474361,2021-03-16,2021-03-21,10,78,,542,Order Placed,0
1909,3,California,Zavolzh’ye,89779 Morningstar Avenue,30,84705,,22.96,67.46,219.01,E-Wallet,GQQDJR954595,2021-03-16,2021-03-20,64,161,,545,Order Placed,0
1910,5,Indiana,Jam,8246 Alpine Parkway,50,92709,near Metro,72.15,34.11,312.13,Credit Card,JRFUXH064454,2021-03-16,2021-03-25,40,210,,590,Cancelled,0
1911,9,North Carolina,Basing,7356 Tomscot Way,58,78232,,88.74,52.97,444.68,COD,XGWVVU701570,2021-03-16,2021-03-26,80,292,,604,Dispatched,0
1912,1,California,Yongjiu,87 Dwight Hill,58,46545,,47.82,90.74,115.37,COD,OFHKFH375607,2021-03-16,2021-03-21,61,119,540,623,Being Placed,0
1913,3,Texas,Duko,95647 Morningstar Way,77,21047,near Bus Stand,54.79,67.86,737.55,Credit Card,WEZEDP658746,2021-03-16,2021-03-20,65,131,,636,Cancelled,0
1914,1,California,Gongnong,022 Gina Park,20,97644,,95.36,80.48,60.34,E-Wallet,EWZTIN609895,2021-03-16,2021-03-19,57,184,212,643,Being Placed,0
1915,1,Pennsylvania,Raydah,99441 Sundown Alley,68,54145,near Garden,62.28,94.75,70.59,Being Placed,RUMEBF580565,2021-03-16,2021-03-22,35,206,,658,Order Placed,1
1916,8,Pennsylvania,Qiaolin,1284 Elgar Junction,56,68411,,8.75,75.04,1670.74,Credit Card,HGRPQY156230,2021-03-16,2021-03-23,52,268,,680,Out For Delivery,0
1917,1,Arizona,Houping,88 Di Loreto Hill,18,50683,opposite Bakery,33.4,79.21,118.72,Cancelled,BRFVHH560857,2021-03-16,2021-03-22,53,180,,799,Delivered,1
1918,4,Arizona,Baiba,77595 Forest Dale Court,90,27853,near Bus Stand,81.7,84.29,274.24,Net Banking,XYCRWG172189,2021-03-16,2021-03-26,98,103,,870,Out For Delivery,0
1919,1,California,Vyaz’ma,00 Ridgeway Hill,62,86668,near Metro,48.71,53.82,19.84,Net Banking,JGWSPG817207,2021-03-16,2021-03-26,23,60,492,874,Being Placed,0
1920,3,Minnesota,Mulong,54427 Golf Course Center,46,34380,near Metro,57.04,35.42,552.19,COD,DTAMHJ439373,2021-03-16,2021-03-19,96,160,,904,Delivered,0
1921,1,New York,Jūrmala,60385 Artisan Lane,18,23585,front of Mall,18.17,63.07,107.69,Cancelled,SQXLAI751500,2021-03-16,2021-03-22,84,139,,929,Dispatched,1
1922,2,California,Toki,3 Blue Bill Park Crossing,43,68318,near Metro,98.26,63.34,46.28,COD,BGBARH180740,2021-03-16,2021-03-23,6,163,,931,Cancelled,0
1923,8,Tennessee,Sadar Bazar,5514 American Court,13,38852,near Bus Stand,27.33,33.86,544.17,E-Wallet,EPTFOO704329,2021-03-16,2021-03-21,2,119,,938,Cancelled,0
1924,5,Tennessee,María la Baja,41 Summer Ridge Place,22,23295,near Metro,45.28,71.82,989.66,Net Banking,EAKPSE356614,2021-03-17,2021-03-25,25,258,,12,Cancelled,0
1925,7,Alabama,Al Maḩfid,0962 Warner Circle,86,54890,,58.37,86.02,1324.25,Net Banking,AMILUC885560,2021-03-17,2021-03-21,57,65,,31,Out For Delivery,0
1926,4,Nevada,Choros,350 Village Green Park,90,40380,near Bus Stand,46.72,55.63,258.91,Credit Card,RGNOTV168390,2021-03-17,2021-03-25,72,81,,51,Order Placed,0
1927,5,Michigan,Liangshui,67 Arapahoe Park,88,75294,,63.21,66.24,368.52,COD,VPIYVW029777,2021-03-17,2021-03-24,53,160,,144,Delivered,0
1928,1,Colorado,Ōta,6 Artisan Circle,74,18932,,44.05,87.65,856.09,Out For Delivery,OQMFYJ499146,2021-03-17,2021-03-23,49,191,,174,Dispatched,1
1929,1,New York,Shawnee Mission,050 Burning Wood Point,7,67780,front of Mall,63.87,76.58,55.73,Being Placed,MMMKNB742477,2021-03-17,2021-03-23,78,24,,242,Delivered,1
1930,3,Ohio,Rodionovo-Nesvetayskaya,91 Troy Drive,13,48425,opposite Mall,34.13,98.63,373.32,E-Wallet,CIXZTO795134,2021-03-17,2021-03-26,70,55,,273,Order Placed,0
1931,4,District of Columbia,Sifala,92 Fairview Road,48,51955,near Government School,55.07,44.89,1159.24,COD,JYLNXL146406,2021-03-17,2021-03-23,21,289,,282,Order Placed,0
1932,1,Oklahoma,Châteaudun,4 Maple Wood Lane,4,71861,near Garden,68.27,50.45,2.74,Out For Delivery,ZGPQZC876990,2021-03-17,2021-03-23,37,211,,298,Dispatched,1
1933,3,Colorado,Gaoleshan,96879 Cambridge Plaza,22,53268,opposite Bakery,58.11,91.73,279,Net Banking,UQIAZQ690515,2021-03-17,2021-03-22,98,247,,394,Order Placed,0
1934,8,Texas,Lopandino,5891 New Castle Junction,7,40409,,41.2,71.17,787.48,Net Banking,VJEGEI085400,2021-03-17,2021-03-22,83,240,,400,Dispatched,0
1935,2,Texas,Azueira,03754 Dakota Point,17,73017,near Government School,16.37,87.99,331.14,Net Banking,CALELN788169,2021-03-17,2021-03-22,62,72,,404,Delivered,0
1936,1,Texas,Manokwari,111 Banding Point,56,49965,near Metro,55.61,84.85,118.28,Net Banking,YLJHDG440562,2021-03-17,2021-03-25,22,40,203,449,Dispatched,0
1937,7,Florida,Rimba Sekampung,09 Meadow Valley Crossing,55,79394,opposite Mall,62.73,60.09,386.58,Net Banking,KUKACZ362091,2021-03-17,2021-03-20,27,110,,463,Dispatched,0
1938,1,New Jersey,Starobelokurikha,7111 Eagle Crest Hill,65,97459,opposite Bakery,23.02,55.25,118.68,Out For Delivery,ZBYREF926647,2021-03-17,2021-03-24,80,184,650,526,Cancelled,1
1939,5,Illinois,Orurillo,68 Red Cloud Street,13,79692,near Garden,82.74,40.65,1086.81,Net Banking,ITNYKD378445,2021-03-17,2021-03-27,85,182,,560,Dispatched,0
1940,1,Mississippi,Miguel Pereira,5 Canary Center,97,68900,near Bus Stand,95.95,88.87,86.59,Cancelled,WQREEW810501,2021-03-17,2021-03-21,94,190,,597,Delivered,1
1941,1,Nebraska,Krajan Battal,0 Bowman Alley,32,89305,,39.53,78.23,123.63,Cancelled,YTYOFD214774,2021-03-17,2021-03-22,21,41,,598,Dispatched,1
1942,9,Delaware,Guadalupe,9601 Warbler Plaza,41,55369,near Bus Stand,64.17,81.63,2236.04,COD,KJTOXC290213,2021-03-17,2021-03-21,1,268,,651,Being Placed,0
1943,3,California,Wenshang,13762 Warbler Hill,22,44192,,11.3,99.12,920.09,COD,NEQOLK145573,2021-03-17,2021-03-23,25,128,,865,Out For Delivery,0
1944,8,Tennessee,Burgas,06 Melvin Parkway,56,45839,opposite Mall,13.86,53.28,2066.66,Credit Card,BGCKBG740550,2021-03-17,2021-03-23,83,160,,888,Out For Delivery,0
1945,8,Pennsylvania,Oneop,5 Susan Terrace,96,39409,,23.16,80.46,1340.97,E-Wallet,RFJGAS564646,2021-03-17,2021-03-24,93,70,,942,Being Placed,0
1946,4,Texas,Zabłocie,383 Pawling Way,85,86655,front of Mall,15.55,36.11,200.15,Credit Card,DHXUCJ931829,2021-03-17,2021-03-27,84,262,,948,Being Placed,0
1947,1,Minnesota,Paris 15,49 7th Junction,42,99714,opposite Bakery,71.85,98.98,53.46,COD,KUDCGQ220190,2021-03-17,2021-03-21,32,205,,949,Delivered,0
1948,10,New York,Botao,791 Scofield Avenue,72,75031,near Garden,47.59,59.07,1478.34,COD,QXTGEN755904,2021-03-17,2021-03-20,43,295,,966,Order Placed,0
1949,5,Indiana,Korogan Timur,55 Lillian Pass,31,54772,,0.85,88.99,1844.37,E-Wallet,STABBO714302,2021-03-18,2021-03-27,61,29,,100,Out For Delivery,0
1950,10,California,Xieba,624 Anthes Circle,93,55567,opposite Bakery,74.38,56.04,1312.29,Net Banking,HRMHTY938522,2021-03-18,2021-03-22,35,36,,147,Cancelled,0
1951,3,Louisiana,Zakan-Yurt,2065 Rusk Hill,49,10390,opposite Bakery,41.67,82.45,179.77,Net Banking,IZHGSQ395166,2021-03-18,2021-03-25,77,36,,152,Out For Delivery,0
1952,8,Florida,Xinzhou,77 Oakridge Circle,10,57321,opposite Mall,93.44,86.85,482.26,Credit Card,BIJZIG565267,2021-03-18,2021-03-28,89,65,,300,Being Placed,0
1953,6,Hawaii,Zheleznovodsk,901 Vermont Road,13,22269,,12.64,71.3,1350.11,Credit Card,KIEARO449017,2021-03-18,2021-03-27,65,17,,321,Delivered,0
1954,6,Indiana,Sukasetia,09 Prentice Drive,94,68482,opposite Mall,63.82,62.49,1095.23,Credit Card,TDDRZP775720,2021-03-18,2021-03-22,72,8,,363,Cancelled,0
